,trans_hour,trans_day,trans_month,trans_year,category,card_number,age,trans_amount,state,zip,fraud_risk
2716,19,4,9,2019,4,36700000000000.0,51,350.7,34,12093,1
2717,21,4,9,2019,11,4650000000000000.0,20,1.9,17,42171,0
2718,22,4,9,2019,1,213000000000000.0,46,3.73,38,16329,0
2719,22,4,9,2019,7,180000000000000.0,30,114.59,9,33710,0
2720,22,4,9,2019,8,3520000000000000.0,90,910.76,4,95537,1
2721,23,4,9,2019,0,36700000000000.0,51,612.5,34,12093,1
2722,23,4,9,2019,8,3520000000000000.0,90,697.52,4,95537,1
2723,23,4,9,2019,6,36700000000000.0,51,390.85,34,12093,1
2724,23,4,9,2019,9,3520000000000000.0,90,49.83,4,95537,1
2725,23,4,9,2019,11,36700000000000.0,51,946.04,34,12093,1
2726,0,4,10,2019,2,3520000000000000.0,90,23.02,4,95537,1
2727,2,4,10,2019,3,3520000000000000.0,90,12.0,4,95537,1
2728,2,4,10,2019,4,3520000000000000.0,90,349.7,4,95537,1
2729,2,4,10,2019,4,3520000000000000.0,90,326.64,4,95537,1
2730,5,4,10,2019,11,3590000000000000.0,25,104.57,38,15923,0
2731,10,4,10,2019,2,2720000000000000.0,22,65.12,21,4287,0
2732,12,4,10,2019,11,3520000000000000.0,90,974.95,4,95537,1
2733,12,4,10,2019,13,341000000000000.0,48,3.83,34,10962,0
2734,13,4,10,2019,0,3560000000000000.0,42,18.14,37,97132,0
2735,14,4,10,2019,12,30600000000000.0,45,1.96,27,28073,0
2736,19,4,10,2019,1,30200000000000.0,42,99.31,43,75452,0
2737,21,4,10,2019,10,6010000000000000.0,44,49.97,5,80120,0
2738,22,4,10,2019,4,3520000000000000.0,90,337.68,4,95537,1
2739,23,4,10,2019,8,3520000000000000.0,90,847.19,4,95537,1
2740,23,4,10,2019,4,3520000000000000.0,90,340.41,4,95537,1
2741,23,4,10,2019,12,3520000000000000.0,90,873.75,4,95537,1
2742,23,4,10,2019,7,4380000000000000.0,37,7.79,42,37754,0
2743,1,4,11,2019,9,30100000000000.0,85,1.18,9,34112,0
2744,1,4,11,2019,4,4390000000000.0,37,297.86,16,66020,1
2745,2,4,11,2019,4,4390000000000.0,37,279.01,16,66020,1
2746,2,4,11,2019,4,4390000000000.0,37,322.29,16,66020,1
2747,5,4,11,2019,2,571000000000.0,48,42.59,38,15458,0
2748,5,4,11,2019,4,3560000000000000.0,29,80.87,28,58569,0
2749,9,4,11,2019,2,2720000000000000.0,22,79.11,21,4287,0
2750,13,4,11,2019,7,2250000000000000.0,28,46.16,48,54441,0
2751,14,4,11,2019,7,4630000000000000.0,45,74.81,29,68031,0
2752,14,4,11,2019,11,4390000000000.0,37,1020.45,16,66020,1
2753,15,4,11,2019,10,4390000000000.0,37,22.51,16,66020,1
2754,16,4,11,2019,10,378000000000000.0,55,50.78,37,97403,0
2755,19,4,11,2019,11,571000000000.0,23,9.73,22,49628,0
2756,22,4,11,2019,12,630000000000.0,54,990.74,43,76857,1
2757,23,4,11,2019,4,630000000000.0,54,319.85,43,76857,1
2758,23,4,11,2019,11,4390000000000.0,37,970.76,16,66020,1
2759,0,4,12,2019,2,4760000000000.0,34,73.9,43,75048,0
2760,0,4,12,2019,2,4920000000000.0,87,19.94,1,36775,1
2761,0,4,12,2019,2,4920000000000.0,87,18.41,1,36775,1
2762,1,4,12,2019,2,630000000000.0,54,22.8,43,76857,1
2763,2,4,12,2019,4,630000000000.0,54,323.44,43,76857,1
2764,2,4,12,2019,4,4390000000000.0,37,293.14,16,66020,1
2765,3,4,12,2019,4,4920000000000.0,87,345.91,1,36775,1
2766,3,4,12,2019,2,4920000000000.0,87,17.72,1,36775,1
2767,8,4,12,2019,4,346000000000000.0,34,121.37,20,21872,0
2768,9,4,12,2019,2,4920000000000.0,87,21.71,1,36775,1
2769,9,4,12,2019,11,4780000000000000.0,32,93.1,38,19456,0
2770,11,4,12,2019,2,4260000000000.0,22,56.46,17,41812,0
2771,12,4,12,2019,12,4630000000000000.0,45,8.91,29,68031,0
2772,14,4,12,2019,11,345000000000000.0,35,38.76,25,38922,0
2773,14,4,12,2019,6,4330000000000000.0,52,104.43,50,83120,0
2774,18,4,12,2019,10,4.29e+18,46,3.15,20,20634,0
2775,19,4,12,2019,13,3540000000000000.0,67,5.83,14,62266,0
2776,20,4,12,2019,5,3520000000000000.0,58,6.88,35,43903,0
2777,21,4,12,2019,4,4390000000000.0,37,299.93,16,66020,1
2778,21,4,12,2019,1,3550000000000000.0,36,57.45,9,32044,0
2779,22,4,12,2019,11,4920000000000.0,87,1071.78,1,36775,1
2780,22,4,12,2019,11,4920000000000.0,87,929.44,1,36775,1
2781,23,4,12,2019,7,2230000000000000.0,61,9.25,25,39572,0
2782,23,4,12,2019,4,4390000000000.0,37,312.6,16,66020,1
2783,23,4,12,2019,4,4390000000000.0,37,302.12,16,66020,1
2784,0,13,4,2019,12,3560000000000000.0,35,120.96,34,11964,0
2785,1,13,4,2019,4,4920000000000.0,86,340.95,1,36775,1
2786,1,13,4,2019,12,2260000000000000.0,70,2.11,30,3753,0
2787,1,13,4,2019,3,4920000000000.0,86,13.19,1,36775,1
2788,3,13,4,2019,12,180000000000000.0,25,152.66,14,61272,0
2789,3,13,4,2019,12,6540000000000000.0,51,9.86,22,48221,0
2790,4,13,4,2019,2,4.05e+18,90,66.25,38,19310,0
2791,6,13,4,2019,4,3540000000000000.0,26,120.93,43,79085,0
2792,7,13,4,2019,12,213000000000000.0,42,177.98,37,97813,0
2793,8,13,4,2019,4,4920000000000.0,86,346.44,1,36775,1
2794,8,13,4,2019,4,6010000000000000.0,35,201.97,27,28405,0
2795,9,13,4,2019,2,2240000000000000.0,38,60.94,50,82227,0
2796,11,13,4,2019,4,582000000000.0,45,71.52,38,16314,0
2797,13,13,4,2019,10,4870000000000000.0,36,116.5,37,97034,0
2798,14,13,4,2019,9,3580000000000000.0,14,64.37,16,66618,0
2799,15,13,4,2019,8,4010000000000.0,50,742.26,17,42634,1
2800,16,13,4,2019,0,5360000000000000.0,43,127.52,26,59714,0
2801,16,13,4,2019,6,6600000000000000.0,54,63.27,43,76366,0
2802,17,13,4,2019,6,3520000000000000.0,89,9.78,4,95537,0
2803,17,13,4,2019,7,4500000000000.0,53,8.85,20,21865,0
2804,18,13,4,2019,1,4000000000000000.0,29,25.84,1,35022,0
2805,18,13,4,2019,12,3580000000000000.0,14,5.64,16,66618,0
2806,20,13,4,2019,5,3590000000000000.0,35,78.1,20,21750,0
2807,21,13,4,2019,5,3540000000000000.0,32,30.63,23,55046,0
2808,21,13,4,2019,11,4000000000000000.0,29,5.04,1,35022,0
2809,21,13,4,2019,11,4.96e+18,38,1747.31,31,7208,0
2810,22,13,4,2019,9,4920000000000.0,86,49.85,1,36775,1
2811,22,13,4,2019,8,4010000000000.0,50,758.99,17,42634,1
2812,22,13,4,2019,8,4010000000000.0,50,732.99,17,42634,1
2813,22,13,4,2019,12,4920000000000.0,86,932.2,1,36775,1
2814,22,13,4,2019,13,4920000000000.0,86,1.18,1,36775,1
2815,22,13,4,2019,10,343000000000000.0,56,89.29,27,27807,0
2816,23,13,4,2019,12,4010000000000.0,50,931.0,17,42634,1
2817,23,13,4,2019,11,4010000000000.0,50,1029.83,17,42634,1
2818,23,13,4,2019,8,4920000000000.0,86,868.14,1,36775,1
2819,23,13,4,2019,1,3580000000000000.0,17,7.48,25,38677,0
2820,23,13,4,2019,12,4010000000000.0,50,815.38,17,42634,1
2821,0,14,4,2019,3,2290000000000000.0,37,44.51,34,10039,0
2822,0,14,4,2019,4,4670000000000000.0,71,91.67,10,39840,0
2823,1,14,4,2019,3,4010000000000.0,50,17.56,17,42634,1
2824,3,14,4,2019,4,4010000000000.0,50,332.61,17,42634,1
2825,5,14,4,2019,2,3530000000000000.0,34,49.29,27,27258,0
2826,5,14,4,2019,4,372000000000000.0,69,114.34,34,13425,0
2827,11,14,4,2019,2,30200000000000.0,41,82.26,48,53061,0
2828,11,14,4,2019,2,4000000000000000.0,29,68.29,1,35022,0
2829,12,14,4,2019,5,3520000000000000.0,89,10.4,4,95537,0
2830,12,14,4,2019,6,4590000000000.0,66,5.18,24,64470,0
2831,14,14,4,2019,6,6600000000000000.0,60,8.36,23,55388,0
2832,14,14,4,2019,6,4380000000000000.0,19,11.27,30,3818,0
2833,15,14,4,2019,11,4630000000000000.0,23,2.56,39,2908,0
2834,16,14,4,2019,1,3550000000000000.0,19,91.75,25,38761,0
2835,17,14,4,2019,12,3530000000000000.0,28,136.46,22,49826,0
2836,18,14,4,2019,5,4500000000000000.0,28,74.84,41,57439,0
2837,18,14,4,2019,12,6010000000000000.0,35,16.63,27,28405,0
2838,19,14,4,2019,11,3550000000000000.0,53,1160.47,43,76048,1
2839,19,14,4,2019,12,343000000000000.0,31,8.28,6,6024,0
2840,20,14,4,2019,0,4010000000000000.0,24,19.5,18,70726,0
2841,20,14,4,2019,0,4370000000000000.0,42,80.79,23,55771,0
2842,21,14,4,2019,7,6550000000000000.0,34,105.58,9,33981,0
2843,21,14,4,2019,0,4.13e+18,70,6.91,43,75858,0
2844,21,14,4,2019,7,2660000000000000.0,73,27.04,22,48206,0
2845,22,14,4,2019,11,3550000000000000.0,53,985.49,43,76048,1
2846,22,14,4,2019,9,4760000000000.0,33,3.12,43,75048,0
2847,22,14,4,2019,13,4.51e+18,35,7.95,38,15484,0
2848,22,14,4,2019,12,4010000000000.0,50,713.24,17,42634,1
2849,22,14,4,2019,8,3550000000000000.0,53,978.91,43,76048,1
2850,22,14,4,2019,1,3550000000000000.0,53,103.9,43,76048,1
2851,23,14,4,2019,8,4010000000000.0,50,799.11,17,42634,1
2852,23,14,4,2019,11,3550000000000000.0,53,890.87,43,76048,1
2853,1,15,4,2019,0,3600000000000000.0,61,11.62,2,71832,0
2854,2,15,4,2019,12,36700000000000.0,51,1.38,34,12093,0
2855,2,15,4,2019,3,3550000000000000.0,53,11.28,43,76048,1
2856,3,15,4,2019,2,3550000000000000.0,53,9.07,43,76048,1
2857,5,15,4,2019,4,344000000000000.0,69,70.11,40,29061,0
2858,11,15,4,2019,4,60416207185.0,33,66.54,50,82514,0
2859,14,15,4,2019,5,30400000000000.0,45,136.44,40,29436,0
2860,15,15,4,2019,0,4420000000000000.0,61,20.28,35,43330,0
2861,16,15,4,2019,13,2480000000000000.0,25,497.26,23,56152,0
2862,17,15,4,2019,0,4820000000000000.0,28,31.31,9,33844,0
2863,21,15,4,2019,9,6010000000000000.0,30,8.83,24,65072,0
2864,22,15,4,2019,5,6010000000000000.0,17,14.18,12,51003,0
2865,22,15,4,2019,12,3550000000000000.0,53,829.05,43,76048,1
2866,23,15,4,2019,8,3550000000000000.0,53,733.51,43,76048,1
2867,23,15,4,2019,11,3550000000000000.0,53,860.53,43,76048,1
2868,23,15,4,2019,11,3550000000000000.0,53,927.78,43,76048,1
2869,23,15,4,2019,8,3550000000000000.0,53,859.7,43,76048,1
2870,0,16,4,2019,11,3540000000000000.0,53,83.2,35,43408,0
2871,0,16,4,2019,4,6010000000000000.0,43,227.26,5,80120,0
2872,0,16,4,2019,4,6550000000000000.0,34,264.87,9,33981,1
2873,3,16,4,2019,4,60427851591.0,42,289.11,36,73624,1
2874,3,16,4,2019,2,6550000000000000.0,34,8.73,9,33981,1
2875,3,16,4,2019,4,60427851591.0,42,308.25,36,73624,1
2876,5,16,4,2019,2,60427851591.0,42,8.86,36,73624,1
2877,7,16,4,2019,11,3510000000000000.0,63,3.76,41,57340,0
2878,12,16,4,2019,7,6010000000000000.0,34,88.28,45,23937,0
2879,12,16,4,2019,6,36900000000000.0,68,5.03,10,30426,0
2880,12,16,4,2019,0,4.8e+18,24,42.19,22,48706,0
2881,12,16,4,2019,7,6550000000000000.0,34,18.62,9,33981,1
2882,14,16,4,2019,0,375000000000000.0,51,48.11,49,26237,0
2883,15,16,4,2019,11,2250000000000000.0,43,3.59,20,20687,0
2884,17,16,4,2019,11,379000000000000.0,33,1.0,36,73669,0
2885,17,16,4,2019,0,4.5e+18,40,15.91,9,33811,0
2886,19,16,4,2019,11,6550000000000000.0,34,1094.57,9,33981,1
2887,20,16,4,2019,8,60427851591.0,42,727.32,36,73624,1
2888,22,16,4,2019,8,6550000000000000.0,34,683.14,9,33981,1
2889,22,16,4,2019,8,60427851591.0,42,782.4,36,73624,1
2890,22,16,4,2019,11,6550000000000000.0,34,997.32,9,33981,1
2891,22,16,4,2019,11,6550000000000000.0,34,928.13,9,33981,1
2892,22,16,4,2019,1,6550000000000000.0,34,119.29,9,33981,1
2893,22,16,4,2019,8,4470000000000000.0,91,734.75,4,93529,1
2894,22,16,4,2019,11,4470000000000000.0,91,888.44,4,93529,1
2895,23,16,4,2019,10,3590000000000000.0,35,7.1,47,98027,0
2896,23,16,4,2019,11,60427851591.0,42,1045.75,36,73624,1
2897,23,16,4,2019,7,350000000000000.0,35,52.66,17,40914,0
2898,23,16,4,2019,8,4470000000000000.0,91,613.99,4,93529,1
2899,23,16,4,2019,11,60427851591.0,42,989.17,36,73624,1
2900,23,16,4,2019,11,60427851591.0,42,1053.81,36,73624,1
2901,0,17,4,2019,3,60422928733.0,77,8.05,40,29860,1
2902,1,17,4,2019,4,60427851591.0,42,296.69,36,73624,1
2903,1,17,4,2019,4,60422928733.0,77,309.33,40,29860,1
2904,2,17,4,2019,4,60422928733.0,77,306.6,40,29860,1
2905,10,17,4,2019,4,30200000000000.0,41,287.26,48,53061,1
2906,11,17,4,2019,3,2710000000000000.0,42,74.13,18,70808,0
2907,12,17,4,2019,6,6520000000000000.0,60,148.57,25,39665,0
2908,13,17,4,2019,7,4.13e+18,70,15.24,43,75858,0
2909,15,17,4,2019,7,4170000000000000.0,47,33.27,38,17041,0
2910,16,17,4,2019,9,60422928733.0,77,7.13,40,29860,1
2911,16,17,4,2019,1,4.86e+18,25,68.91,46,5654,0
2912,16,17,4,2019,4,4470000000000000.0,91,346.58,4,93529,1
2913,16,17,4,2019,5,2380000000000000.0,63,13.92,21,4047,0
2914,18,17,4,2019,11,30200000000000.0,41,1000.47,48,53061,1
2915,19,17,4,2019,11,60427851591.0,42,1164.36,36,73624,1
2916,22,17,4,2019,11,6550000000000000.0,34,993.93,9,33981,1
2917,22,17,4,2019,11,60427851591.0,42,1128.77,36,73624,1
2918,22,17,4,2019,8,60427851591.0,42,757.82,36,73624,1
2919,22,17,4,2019,4,4470000000000000.0,91,350.64,4,93529,1
2920,22,17,4,2019,12,60422928733.0,77,988.04,40,29860,1
2921,22,17,4,2019,4,4470000000000000.0,91,331.2,4,93529,1
2922,23,17,4,2019,1,3530000000000000.0,41,55.71,26,59014,0
2923,23,17,4,2019,12,60422928733.0,77,929.76,40,29860,1
2924,23,17,4,2019,11,60427851591.0,42,774.11,36,73624,1
2925,23,17,4,2019,11,30200000000000.0,41,974.78,48,53061,1
2926,23,17,4,2019,11,6550000000000000.0,34,1173.4,9,33981,1
2927,23,17,4,2019,4,60427851591.0,42,319.37,36,73624,1
2928,0,18,4,2019,4,60422928733.0,77,264.88,40,29860,1
2929,3,18,4,2019,9,4.04e+18,36,31.76,28,58769,0
2930,6,18,4,2019,4,4.65e+18,28,209.64,34,11796,0
2931,9,18,4,2019,4,30200000000000.0,41,316.73,48,53061,1
2932,13,18,4,2019,9,30200000000000.0,41,8.4,48,53061,1
2933,14,18,4,2019,12,60422928733.0,77,933.83,40,29860,1
2934,17,18,4,2019,5,4840000000000000.0,63,8.05,15,47434,0
2935,18,18,4,2019,1,3590000000000000.0,35,52.13,20,21750,0
2936,20,18,4,2019,6,180000000000000.0,49,98.83,43,77971,0
2937,20,18,4,2019,0,4.09e+18,73,36.85,27,28423,0
2938,22,18,4,2019,11,60422928733.0,77,877.57,40,29860,1
2939,22,18,4,2019,12,30200000000000.0,41,879.31,48,53061,1
2940,22,18,4,2019,11,60422928733.0,77,940.74,40,29860,1
2941,23,18,4,2019,11,60422928733.0,77,1036.43,40,29860,1
2942,23,18,4,2019,9,4010000000000000.0,24,35.73,18,70726,0
2943,23,18,4,2019,11,60422928733.0,77,897.82,40,29860,1
2944,23,18,4,2019,11,30200000000000.0,41,1069.44,48,53061,1
2945,1,19,4,2019,12,4.5e+18,26,802.95,18,71291,1
2946,2,19,4,2019,4,6010000000000000.0,33,306.26,19,1535,1
2947,3,19,4,2019,4,4930000000000000.0,42,295.59,23,55403,1
2948,3,19,4,2019,8,6010000000000000.0,33,870.34,19,1535,1
2949,5,19,4,2019,4,6010000000000000.0,33,271.17,19,1535,1
2950,5,19,4,2019,2,4.5e+18,26,6.47,18,71291,1
2951,7,19,4,2019,8,4430000000000000.0,80,7.3,5,81642,0
2952,9,19,4,2019,11,4540000000000.0,51,9.8,31,7022,0
2953,11,19,4,2019,11,4280000000000000.0,63,7.02,28,58651,0
2954,12,19,4,2019,8,3510000000000000.0,46,3.21,1,35811,0
2955,13,19,4,2019,12,345000000000000.0,33,1.74,9,33872,0
2956,15,19,4,2019,11,3580000000000000.0,35,32.88,35,44412,0
2957,17,19,4,2019,9,3530000000000000.0,34,4.67,27,27258,0
2958,18,19,4,2019,0,2700000000000000.0,30,24.06,27,28654,0
2959,19,19,4,2019,7,3580000000000000.0,40,22.47,32,87117,0
2960,19,19,4,2019,0,6010000000000000.0,32,6.4,2,71762,0
2961,20,19,4,2019,12,6010000000000000.0,33,899.06,19,1535,1
2962,22,19,4,2019,11,4930000000000000.0,42,973.89,23,55403,1
2963,22,19,4,2019,12,30600000000000.0,45,147.75,27,28073,0
2964,22,19,4,2019,11,4930000000000000.0,42,1089.5,23,55403,1
2965,22,19,4,2019,0,4930000000000000.0,42,495.11,23,55403,1
2966,23,19,4,2019,1,4930000000000000.0,42,110.39,23,55403,1
2967,23,19,4,2019,11,4930000000000000.0,42,1052.8,23,55403,1
2968,0,20,4,2019,2,4510000000000000.0,92,96.03,10,31563,0
2969,1,20,4,2019,0,4.5e+18,26,577.62,18,71291,1
2970,1,20,4,2019,9,4.5e+18,26,7.61,18,71291,1
2971,1,20,4,2019,4,4930000000000000.0,42,307.42,23,55403,1
2972,2,20,4,2019,1,502000000000.0,48,105.62,1,35903,0
2973,2,20,4,2019,11,4.5e+18,26,983.87,18,71291,1
2974,2,20,4,2019,8,4930000000000000.0,42,845.48,23,55403,1
2975,3,20,4,2019,4,6010000000000000.0,33,312.32,19,1535,1
2976,3,20,4,2019,8,4930000000000000.0,42,771.14,23,55403,1
2977,3,20,4,2019,8,6010000000000000.0,33,725.31,19,1535,1
2978,4,20,4,2019,9,5560000000000000.0,73,2.18,4,96038,0
2979,4,20,4,2019,9,4190000000000.0,52,196.28,40,29817,0
2980,4,20,4,2019,12,36200000000000.0,69,1.54,9,33809,0
2981,4,20,4,2019,2,4930000000000000.0,42,10.05,23,55403,1
2982,5,20,4,2019,3,4560000000000.0,31,59.28,32,87035,0
2983,6,20,4,2019,12,4.5e+18,26,772.91,18,71291,1
2984,6,20,4,2019,2,4420000000000000.0,61,82.67,35,43330,0
2985,9,20,4,2019,2,4630000000000000.0,23,44.25,39,2908,0
2986,11,20,4,2019,2,3520000000000000.0,28,54.78,34,10463,0
2987,11,20,4,2019,4,3570000000000000.0,29,109.3,44,84002,0
2988,14,20,4,2019,10,4.5e+18,26,19.41,18,71291,1
2989,14,20,4,2019,9,4560000000000.0,47,3.49,35,45331,0
2990,15,20,4,2019,9,4.29e+18,23,76.86,26,59871,0
2991,15,20,4,2019,12,3540000000000000.0,32,1.62,23,55046,0
2992,16,20,4,2019,12,3570000000000000.0,20,3.57,34,12534,0
2993,16,20,4,2019,10,676000000000.0,44,14.8,22,48034,0
2994,21,20,4,2019,10,4.46e+18,31,82.37,4,95629,0
2995,22,20,4,2019,12,6010000000000000.0,33,869.52,19,1535,1
2996,22,20,4,2019,11,4930000000000000.0,42,948.93,23,55403,1
2997,23,20,4,2019,11,6010000000000000.0,33,1092.74,19,1535,1
2998,23,20,4,2019,6,213000000000000.0,25,30.33,50,82501,0
2999,23,20,4,2019,12,6010000000000000.0,33,719.06,19,1535,1
3000,5,21,4,2019,2,4170000000000000.0,40,79.82,31,7750,0
3001,7,21,4,2019,2,3560000000000000.0,62,44.23,3,86018,0
3002,8,21,4,2019,4,3520000000000000.0,22,85.19,35,45150,0
3003,9,21,4,2019,9,3560000000000000.0,56,1.11,20,21658,0
3004,9,21,4,2019,2,30500000000000.0,54,79.39,22,48154,0
3005,11,21,4,2019,4,2280000000000000.0,21,63.5,10,30009,0
3006,11,21,4,2019,9,3570000000000000.0,47,62.44,4,91321,0
3007,12,21,4,2019,12,6530000000000000.0,21,4.92,46,5461,0
3008,14,21,4,2019,7,3560000000000000.0,19,4.38,43,77566,0
3009,14,21,4,2019,6,3600000000000000.0,31,1.1,12,52535,0
3010,17,21,4,2019,6,375000000000000.0,47,88.92,22,48174,0
3011,17,21,4,2019,1,2720000000000000.0,21,9.42,21,4287,0
3012,19,21,4,2019,0,3570000000000000.0,57,132.28,43,76951,0
3013,19,21,4,2019,6,4170000000000000.0,40,45.61,31,7750,0
3014,20,21,4,2019,5,30200000000000.0,44,77.64,38,17850,0
3015,20,21,4,2019,12,346000000000000.0,34,386.9,20,21872,0
3016,21,21,4,2019,7,2310000000000000.0,58,101.72,12,52572,0
3017,22,21,4,2019,11,3600000000000000.0,25,1.68,27,27837,0
3018,22,21,4,2019,4,2260000000000000.0,70,289.02,30,3753,1
3019,22,21,4,2019,12,2260000000000000.0,70,835.73,30,3753,1
3020,23,21,4,2019,1,4.59e+18,14,5.28,14,60958,0
3021,23,21,4,2019,11,2260000000000000.0,70,851.8,30,3753,1
3022,23,21,4,2019,8,2260000000000000.0,70,698.55,30,3753,1
3023,23,21,4,2019,6,4550000000000000.0,50,18.3,35,44902,0
3024,1,22,4,2019,4,2260000000000000.0,70,255.87,30,3753,1
3025,1,22,4,2019,2,2260000000000000.0,70,11.87,30,3753,1
3026,2,22,4,2019,4,2260000000000000.0,70,239.07,30,3753,1
3027,3,22,4,2019,4,4590000000000000.0,42,94.54,21,4555,0
3028,5,22,4,2019,2,3600000000000000.0,86,63.43,17,42731,0
3029,8,22,4,2019,4,2260000000000000.0,70,273.06,30,3753,1
3030,10,22,4,2019,12,4420000000000000.0,61,6.92,35,43330,0
3031,11,22,4,2019,2,5540000000000000.0,34,68.87,19,1843,0
3032,12,22,4,2019,7,3510000000000000.0,34,45.84,24,63010,0
3033,14,22,4,2019,5,4930000000000000.0,42,42.86,23,55403,0
3034,14,22,4,2019,7,3520000000000000.0,29,41.47,44,84532,0
3035,15,22,4,2019,6,3510000000000000.0,66,115.83,34,14425,0
3036,15,22,4,2019,11,4300000000000000.0,23,6.39,22,49440,0
3037,16,22,4,2019,5,375000000000000.0,47,151.87,22,48174,0
3038,16,22,4,2019,10,180000000000000.0,49,34.45,43,77971,0
3039,17,22,4,2019,8,4750000000000.0,20,177.55,15,46346,0
3040,17,22,4,2019,13,350000000000000.0,35,542.65,17,40914,0
3041,17,22,4,2019,1,2480000000000000.0,25,64.76,23,56152,0
3042,17,22,4,2019,7,3560000000000000.0,56,100.38,20,21658,0
3043,17,22,4,2019,10,4470000000000000.0,91,13.0,4,93529,0
3044,18,22,4,2019,6,4590000000000.0,66,133.72,24,64470,0
3045,19,22,4,2019,8,3590000000000000.0,21,9.26,43,79252,0
3046,20,22,4,2019,6,4710000000000000.0,52,46.3,17,40820,0
3047,20,22,4,2019,11,3580000000000000.0,48,66.19,36,73564,0
3048,20,22,4,2019,13,3540000000000000.0,38,469.39,14,62571,0
3049,20,22,4,2019,13,30300000000000.0,57,6.85,38,16239,0
3050,22,22,4,2019,12,2260000000000000.0,70,980.37,30,3753,1
3051,23,22,4,2019,12,2260000000000000.0,70,913.02,30,3753,1
3052,23,22,4,2019,13,3560000000000000.0,63,2.2,4,92210,0
3053,0,23,4,2019,2,213000000000000.0,50,18.59,20,21913,1
3054,1,23,4,2019,12,4540000000000.0,51,2.65,31,7022,0
3055,1,23,4,2019,4,213000000000000.0,50,339.86,20,21913,1
3056,1,23,4,2019,3,213000000000000.0,50,15.61,20,21913,1
3057,2,23,4,2019,4,371000000000000.0,44,83.47,14,62262,0
3058,3,23,4,2019,4,213000000000000.0,50,315.03,20,21913,1
3059,10,23,4,2019,8,4980000000000000.0,83,6.36,29,68881,0
3060,10,23,4,2019,3,4.5e+18,26,59.71,18,71291,0
3061,10,23,4,2019,4,676000000000.0,33,197.01,4,94558,0
3062,11,23,4,2019,2,3530000000000000.0,34,58.91,14,62926,0
3063,12,23,4,2019,5,4030000000000000.0,70,2.9,38,15829,0
3064,12,23,4,2019,5,4380000000000000.0,19,93.66,30,3818,0
3065,12,23,4,2019,1,30100000000000.0,25,11.31,31,7747,0
3066,13,23,4,2019,9,4.54e+18,46,3.56,32,87533,0
3067,14,23,4,2019,1,3550000000000000.0,42,55.5,34,12986,0
3068,14,23,4,2019,12,30500000000000.0,28,7.25,43,77379,0
3069,15,23,4,2019,7,2250000000000000.0,58,171.13,35,44265,0
3070,20,23,4,2019,7,343000000000000.0,56,62.26,27,27807,0
3071,22,23,4,2019,11,213000000000000.0,50,920.59,20,21913,1
3072,22,23,4,2019,12,213000000000000.0,50,780.81,20,21913,1
3073,23,23,4,2019,11,213000000000000.0,50,1065.52,20,21913,1
3074,3,24,4,2019,2,213000000000000.0,50,21.07,20,21913,1
3075,4,24,4,2019,9,4780000000000000.0,32,35.62,38,19456,0
3076,11,24,4,2019,4,213000000000000.0,50,351.32,20,21913,1
3077,11,24,4,2019,3,3550000000000000.0,34,47.39,43,76008,0
3078,12,24,4,2019,0,6010000000000000.0,37,62.47,47,99323,0
3079,13,24,4,2019,12,213000000000000.0,50,779.33,20,21913,1
3080,14,24,4,2019,6,4840000000000000.0,63,87.83,15,47434,0
3081,17,24,4,2019,12,5580000000000000.0,28,105.42,38,15480,0
3082,18,24,4,2019,8,3560000000000000.0,29,36.87,28,58569,0
3083,19,24,4,2019,6,2300000000000000.0,59,210.82,14,61830,0
3084,21,24,4,2019,11,373000000000000.0,33,11.55,22,48438,0
3085,22,24,4,2019,11,213000000000000.0,50,991.83,20,21913,1
3086,22,24,4,2019,7,213000000000000.0,50,4.79,20,21913,1
3087,22,24,4,2019,11,213000000000000.0,50,895.84,20,21913,1
3088,23,24,4,2019,12,213000000000000.0,50,798.71,20,21913,1
3089,23,24,4,2019,11,213000000000000.0,50,1029.09,20,21913,1
3090,23,24,4,2019,7,3590000000000000.0,43,16.87,2,72011,0
3091,0,25,4,2019,8,3560000000000000.0,19,929.5,43,77566,1
3092,1,25,4,2019,2,3560000000000000.0,19,11.61,43,77566,1
3093,1,25,4,2019,4,38300000000000.0,35,91.14,43,79539,0
3094,3,25,4,2019,8,3560000000000000.0,19,723.19,43,77566,1
3095,4,25,4,2019,2,6530000000000000.0,21,76.62,46,5461,0
3096,5,25,4,2019,2,378000000000000.0,54,14.01,37,97403,1
3097,8,25,4,2019,12,3560000000000000.0,45,128.77,34,14778,0
3098,12,25,4,2019,12,6010000000000000.0,34,5.7,45,23937,0
3099,16,25,4,2019,5,4.22e+18,52,10.94,4,92882,0
3100,16,25,4,2019,7,3560000000000000.0,49,29.49,43,79759,0
3101,17,25,4,2019,1,3520000000000000.0,22,4.0,35,45150,0
3102,22,25,4,2019,11,378000000000000.0,54,861.34,37,97403,1
3103,22,25,4,2019,4,378000000000000.0,54,289.51,37,97403,1
3104,23,25,4,2019,8,378000000000000.0,54,865.88,37,97403,1
3105,23,25,4,2019,10,3560000000000000.0,19,20.51,43,77566,1
3106,23,25,4,2019,11,3560000000000000.0,19,999.18,43,77566,1
3107,23,25,4,2019,11,4280000000000.0,31,9.41,38,15486,0
3108,23,25,4,2019,12,3560000000000000.0,19,736.18,43,77566,1
